Date,Ticket Number,Customer Email,Agent ID,Issue,Status,Average Handling Time,Resolution,Contact via,Ratings,AI Conversion
04-01-2025,ADB-9560-7543,andrew284@comcast.net,tel10018,Update,Resolved,26,Remote Support,Phone,4,AI Sold
04-01-2025,ADB-7885-3774,tara656@outlook.com,tel10006,Activation Issue,Callback Scheduled,17,SME Callback Scheduled,Phone,,Issue not Resolved
04-01-2025,ADB-9159-3379,timothy606@yahoo.com,tel10029,Activation Issue,Resolved,28,Remote Support,Chat,4,AI Sold
04-01-2025,ADB-7594-8838,christopher552@comcast.net,tel10041,Download/ Install,Resolved,25,Remote Support,Chat,,AI Sold
04-01-2025,ADB-2363-6369,theresa765@comcast.net,tel10066,Activation Issue,Resolved,20,Shared Self-Help Article,Phone,4,Already has AI
04-01-2025,ADB-2187-1731,harry453@yahoo.com,tel10041,Download/ Install,Resolved,28,Remote Support,Phone,4,AI Sold
04-01-2025,ADB-9535-5422,mitchell339@outlook.com,tel10011,How To,Resolved,26,Remote Support,Chat,4,Already has AI
04-01-2025,ADB-1684-9485,martin362@comcast.net,tel10077,Download/ Install,Resolved,28,Remote Support,Chat,4,AI Sold
04-01-2025,ADB-4308-4417,justin119@sbcglobal.net,tel10073,How To,Pending Agent Action,18,Issue not Resolved,Chat,,Issue not Resolved
04-01-2025,ADB-3427-8255,barbara700@sbcglobal.net,tel10036,How To,Resolved,30,Remote Support,Chat,1,AI Sold
04-01-2025,ADB-8499-6759,joseph129@outlook.com,tel10033,Update,Pending Agent Action,20,Issue not Resolved,Phone,,Issue not Resolved
04-01-2025,ADB-5886-6275,mary952@comcast.net,tel10095,How To,Resolved,25,Remote Support,Phone,,Not Interested
04-01-2025,ADB-3678-4093,daniel418@aol.com,tel10025,Provisioning Issue,Pending Customer Action,15,Issue not Resolved,Phone,,Issue not Resolved
04-01-2025,ADB-4262-6866,molly964@gmail.com,tel10074,Provisioning Issue,Resolved,25,Remote Support,Chat,4,Already has AI
04-01-2025,ADB-4920-2341,wayne224@yahoo.com,tel10013,Download/ Install,Pending Agent Action,20,Issue not Resolved,Phone,,Issue not Resolved
04-01-2025,ADB-8692-6038,molly499@gmail.com,tel10082,Download/ Install,Resolved,19,Shared Self-Help Article,Phone,5,AI Sold
04-01-2025,ADB-6222-9648,teresa955@bellsouth.net,tel10037,How To,Resolved,20,Shared Self-Help Article,Chat,,Already has AI
04-01-2025,ADB-9188-9979,ashley884@bellsouth.net,tel10008,Activation Issue,Callback Scheduled,19,SME Callback Scheduled,Phone,,Issue not Resolved
04-01-2025,ADB-6150-7476,michelle35@outlook.com,tel10084,Activation Issue,Resolved,17,Shared Self-Help Article,Chat,5,AI Sold
04-01-2025,ADB-7733-7284,cheryl678@comcast.net,tel10009,Provisioning Issue,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
04-01-2025,ADB-4538-9740,mary890@sbcglobal.net,tel10018,Update,Resolved,20,Shared Self-Help Article,Chat,,AI Sold
04-01-2025,ADB-5664-8580,kelsey364@gmail.com,tel10059,Activation Issue,Pending Agent Action,17,Issue not Resolved,Chat,,Issue not Resolved
04-01-2025,ADB-4292-4876,donna303@sbcglobal.net,tel10002,Download/ Install,Resolved,15,Shared Self-Help Article,Chat,2,Already has AI
04-01-2025,ADB-2682-1051,ryan329@comcast.net,tel10085,Update,Resolved,29,Remote Support,Phone,4,Already has AI
04-01-2025,ADB-2706-7017,nicholas41@bellsouth.net,tel10051,How To,Resolved,25,Remote Support,Chat,1,Not Interested
04-01-2025,ADB-9699-8363,sheryl569@aol.com,tel10019,How To,Resolved,28,Remote Support,Chat,5,Not Interested
04-01-2025,ADB-1203-6613,cynthia399@aol.com,tel10097,How To,Resolved,15,Shared Self-Help Article,Chat,,AI Sold
04-01-2025,ADB-6226-5650,amy834@bellsouth.net,tel10028,How To,Resolved,26,Remote Support,Phone,4,AI Sold
04-01-2025,ADB-4061-5243,corey638@bellsouth.net,tel10006,Provisioning Issue,Resolved,16,Shared Self-Help Article,Phone,,Already has AI
04-01-2025,ADB-1093-8184,rachel15@comcast.net,tel10081,Update,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
04-01-2025,ADB-8493-7552,michael805@sbcglobal.net,tel10055,Activation Issue,Resolved,29,Remote Support,Phone,4,AI Sold
04-01-2025,ADB-6998-9739,alan107@bellsouth.net,tel10041,Update,Resolved,27,Remote Support,Chat,5,Already has AI
04-01-2025,ADB-6960-4671,christopher834@bellsouth.net,tel10050,Provisioning Issue,Resolved,29,Remote Support,Chat,5,Not Interested
04-01-2025,ADB-3081-6109,kelly36@gmail.com,tel10013,Download/ Install,Resolved,25,Remote Support,Phone,,Already has AI
04-01-2025,ADB-3218-5676,kevin174@gmail.com,tel10049,Download/ Install,Pending Customer Action,18,Issue not Resolved,Phone,,Issue not Resolved
04-01-2025,ADB-9563-2775,linda907@sbcglobal.net,tel10083,Download/ Install,Resolved,30,Remote Support,Chat,5,Not Interested
04-01-2025,ADB-5854-1412,michael889@bellsouth.net,tel10049,Activation Issue,Resolved,25,Remote Support,Phone,,Not Interested
04-01-2025,ADB-2915-9846,natasha624@aol.com,tel10093,How To,Resolved,30,Remote Support,Phone,5,Already has AI
04-01-2025,ADB-5069-1321,lindsey661@bellsouth.net,tel10087,How To,Resolved,20,Shared Self-Help Article,Chat,5,Already has AI
04-01-2025,ADB-8780-3822,ashley479@aol.com,tel10076,Download/ Install,Pending Customer Action,18,Issue not Resolved,Chat,,Issue not Resolved
04-01-2025,ADB-2077-6778,patricia547@bellsouth.net,tel10050,Update,Resolved,20,Shared Self-Help Article,Chat,4,Already has AI
04-01-2025,ADB-6239-4476,scott586@yahoo.com,tel10081,Update,Resolved,28,Remote Support,Chat,,Already has AI
04-01-2025,ADB-1233-6526,heather460@yahoo.com,tel10038,Activation Issue,Resolved,20,Shared Self-Help Article,Phone,4,AI Sold
04-01-2025,ADB-4502-8330,robert278@gmail.com,tel10094,Update,Resolved,29,Remote Support,Phone,4,Already has AI
04-01-2025,ADB-6000-5596,kevin762@yahoo.com,tel10044,Download/ Install,Resolved,26,Remote Support,Chat,,Not Interested
04-01-2025,ADB-4200-3804,deborah367@yahoo.com,tel10057,How To,Resolved,25,Remote Support,Chat,5,AI Sold
04-01-2025,ADB-8048-3234,jeffery467@gmail.com,tel10011,Update,Resolved,25,Remote Support,Phone,,Already has AI
04-01-2025,ADB-4298-2349,alexandra54@comcast.net,tel10059,Download/ Install,Resolved,26,Remote Support,Phone,4,Not Interested
04-01-2025,ADB-2854-3580,joshua621@sbcglobal.net,tel10088,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,,AI Sold
04-01-2025,ADB-2105-6463,katherine233@sbcglobal.net,tel10075,Update,Resolved,29,Remote Support,Chat,2,AI Sold
04-01-2025,ADB-5192-9574,ashley860@outlook.com,tel10045,Provisioning Issue,Resolved,20,Shared Self-Help Article,Phone,3,Already has AI
04-01-2025,ADB-4145-3649,juan32@bellsouth.net,tel10096,Activation Issue,Resolved,19,Shared Self-Help Article,Chat,2,Not Interested
04-01-2025,ADB-1330-6982,nicole865@comcast.net,tel10022,Update,Resolved,28,Remote Support,Chat,5,Already has AI
04-01-2025,ADB-5217-8058,melissa482@bellsouth.net,tel10060,Provisioning Issue,Resolved,26,Remote Support,Phone,1,AI Sold
04-01-2025,ADB-5028-1347,julia791@bellsouth.net,tel10023,How To,Resolved,30,Remote Support,Chat,4,Not Interested
04-01-2025,ADB-5555-1514,jonathan725@outlook.com,tel10025,How To,Resolved,29,Remote Support,Chat,,Not Interested
04-01-2025,ADB-4383-4024,jennifer215@comcast.net,tel10072,How To,Resolved,30,Remote Support,Phone,4,AI Sold
04-01-2025,ADB-2676-9528,alyssa412@sbcglobal.net,tel10055,Update,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
04-01-2025,ADB-7804-7082,tracey421@gmail.com,tel10082,How To,Callback Scheduled,18,SME Callback Scheduled,Phone,,Issue not Resolved
04-01-2025,ADB-9823-5757,william800@gmail.com,tel10076,Update,Resolved,17,Shared Self-Help Article,Phone,4,Already has AI
04-01-2025,ADB-8950-3372,marc162@sbcglobal.net,tel10024,Activation Issue,Pending Agent Action,18,Issue not Resolved,Chat,,Issue not Resolved
04-01-2025,ADB-3782-1868,julie618@sbcglobal.net,tel10032,Provisioning Issue,Resolved,15,Shared Self-Help Article,Chat,5,AI Sold
04-01-2025,ADB-5553-3545,jacob171@gmail.com,tel10041,How To,Resolved,18,Shared Self-Help Article,Chat,5,Already has AI
04-01-2025,ADB-4229-5857,amanda582@outlook.com,tel10076,Activation Issue,Resolved,16,Shared Self-Help Article,Chat,3,AI Sold
04-01-2025,ADB-9325-9486,paul182@comcast.net,tel10000,How To,Resolved,17,Shared Self-Help Article,Phone,5,Already has AI
04-01-2025,ADB-2893-6300,christopher229@sbcglobal.net,tel10017,Download/ Install,Resolved,19,Shared Self-Help Article,Chat,5,Not Interested
05-01-2025,ADB-2717-6403,thomas926@bellsouth.net,tel10020,Activation Issue,Resolved,27,Remote Support,Phone,4,Not Interested
05-01-2025,ADB-6982-4135,martha519@gmail.com,tel10038,Download/ Install,Resolved,15,Shared Self-Help Article,Chat,3,AI Sold
05-01-2025,ADB-4565-8583,jeffrey82@outlook.com,tel10056,Update,Resolved,29,Remote Support,Phone,4,AI Sold
05-01-2025,ADB-2270-3843,jennifer529@comcast.net,tel10074,Provisioning Issue,Resolved,15,Shared Self-Help Article,Phone,5,Already has AI
05-01-2025,ADB-3494-4277,kelly537@bellsouth.net,tel10067,Activation Issue,Pending Agent Action,18,Issue not Resolved,Chat,,Issue not Resolved
05-01-2025,ADB-9313-9404,aaron790@yahoo.com,tel10077,Download/ Install,Resolved,18,Shared Self-Help Article,Phone,5,Not Interested
05-01-2025,ADB-4282-5830,crystal892@outlook.com,tel10003,Download/ Install,Resolved,18,Shared Self-Help Article,Phone,,Not Interested
05-01-2025,ADB-5582-9101,karen214@aol.com,tel10038,Update,Resolved,15,Shared Self-Help Article,Phone,5,Not Interested
05-01-2025,ADB-8777-2122,ashley39@aol.com,tel10005,Update,Resolved,20,Shared Self-Help Article,Phone,4,Not Interested
05-01-2025,ADB-3365-3340,christina688@aol.com,tel10026,Activation Issue,Resolved,15,Shared Self-Help Article,Phone,2,AI Sold
05-01-2025,ADB-5426-2145,robert37@bellsouth.net,tel10055,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,5,Already has AI
05-01-2025,ADB-2064-6543,lori691@bellsouth.net,tel10056,How To,Resolved,16,Shared Self-Help Article,Phone,,Already has AI
05-01-2025,ADB-8478-6613,jacqueline917@bellsouth.net,tel10054,How To,Resolved,17,Shared Self-Help Article,Chat,,AI Sold
05-01-2025,ADB-1561-6982,crystal843@comcast.net,tel10075,Download/ Install,Resolved,17,Shared Self-Help Article,Chat,4,Not Interested
05-01-2025,ADB-4853-9101,seth223@sbcglobal.net,tel10015,Update,Resolved,29,Remote Support,Chat,4,Already has AI
05-01-2025,ADB-1093-9103,victoria947@bellsouth.net,tel10046,Update,Resolved,18,Shared Self-Help Article,Phone,4,AI Sold
05-01-2025,ADB-4765-8021,elizabeth561@gmail.com,tel10096,Download/ Install,Resolved,16,Shared Self-Help Article,Chat,,Not Interested
05-01-2025,ADB-8839-7989,charles33@yahoo.com,tel10068,How To,Resolved,16,Shared Self-Help Article,Phone,1,AI Sold
05-01-2025,ADB-3935-1829,kenneth132@yahoo.com,tel10086,Update,Resolved,25,Remote Support,Phone,4,Already has AI
05-01-2025,ADB-5812-5565,amy52@aol.com,tel10046,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,3,Not Interested
05-01-2025,ADB-2470-6749,denise727@gmail.com,tel10001,Provisioning Issue,Resolved,30,Remote Support,Phone,5,Already has AI
05-01-2025,ADB-3343-2342,stanley590@aol.com,tel10055,Update,Resolved,16,Shared Self-Help Article,Chat,1,Already has AI
05-01-2025,ADB-4497-3865,michelle110@gmail.com,tel10047,Update,Resolved,18,Shared Self-Help Article,Phone,,Not Interested
05-01-2025,ADB-2296-3268,sean46@gmail.com,tel10057,How To,Resolved,15,Shared Self-Help Article,Chat,5,Already has AI
05-01-2025,ADB-8210-2770,richard489@sbcglobal.net,tel10045,How To,Resolved,29,Remote Support,Phone,2,Already has AI
05-01-2025,ADB-1050-9249,christina381@outlook.com,tel10029,Update,Resolved,28,Remote Support,Phone,4,Not Interested
05-01-2025,ADB-3426-2500,brian894@outlook.com,tel10043,Activation Issue,Pending Customer Action,16,Issue not Resolved,Chat,,Issue not Resolved
05-01-2025,ADB-5020-7098,rita887@aol.com,tel10098,Activation Issue,Resolved,29,Remote Support,Phone,4,AI Sold
05-01-2025,ADB-8751-3342,dorothy420@yahoo.com,tel10093,Download/ Install,Resolved,20,Shared Self-Help Article,Chat,2,Not Interested
05-01-2025,ADB-5912-4504,daniel229@comcast.net,tel10043,Update,Resolved,16,Shared Self-Help Article,Chat,,Not Interested
05-01-2025,ADB-9232-1928,michele998@comcast.net,tel10014,How To,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
05-01-2025,ADB-8073-7400,steven601@outlook.com,tel10086,Download/ Install,Pending Agent Action,19,Issue not Resolved,Chat,,Issue not Resolved
05-01-2025,ADB-8210-1435,joe961@comcast.net,tel10066,Activation Issue,Resolved,27,Remote Support,Phone,2,Not Interested
05-01-2025,ADB-9866-8301,daniel508@sbcglobal.net,tel10085,Download/ Install,Resolved,19,Shared Self-Help Article,Chat,5,Not Interested
05-01-2025,ADB-6123-4370,virginia300@aol.com,tel10047,How To,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
05-01-2025,ADB-4140-6989,donald345@aol.com,tel10085,How To,Resolved,29,Remote Support,Chat,2,Already has AI
05-01-2025,ADB-9765-4892,timothy784@comcast.net,tel10042,Download/ Install,Resolved,28,Remote Support,Chat,4,Not Interested
05-01-2025,ADB-4519-7977,joshua416@yahoo.com,tel10007,Activation Issue,Callback Scheduled,20,SME Callback Scheduled,Chat,,Issue not Resolved
05-01-2025,ADB-1380-1901,travis636@bellsouth.net,tel10006,Update,Pending Customer Action,15,Issue not Resolved,Phone,,Issue not Resolved
05-01-2025,ADB-6861-4345,joshua23@bellsouth.net,tel10052,Provisioning Issue,Pending Customer Action,20,Issue not Resolved,Phone,,Issue not Resolved
05-01-2025,ADB-8159-1712,jeremy922@yahoo.com,tel10027,Provisioning Issue,Resolved,26,Remote Support,Chat,4,Not Interested
05-01-2025,ADB-3035-8565,kristy969@gmail.com,tel10049,Provisioning Issue,Resolved,29,Remote Support,Phone,3,AI Sold
05-01-2025,ADB-6461-2283,dennis872@sbcglobal.net,tel10018,How To,Resolved,18,Shared Self-Help Article,Chat,4,AI Sold
05-01-2025,ADB-3331-2824,jesse608@gmail.com,tel10077,Update,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
05-01-2025,ADB-6793-7249,jessica276@outlook.com,tel10076,Download/ Install,Resolved,17,Shared Self-Help Article,Phone,4,Already has AI
05-01-2025,ADB-7672-4399,kenneth523@gmail.com,tel10088,Activation Issue,Resolved,26,Remote Support,Phone,4,Not Interested
05-01-2025,ADB-3953-4248,elizabeth568@comcast.net,tel10033,How To,Resolved,19,Shared Self-Help Article,Chat,,Not Interested
05-01-2025,ADB-9652-5449,debra862@outlook.com,tel10035,How To,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
05-01-2025,ADB-1566-8657,olivia711@comcast.net,tel10058,How To,Resolved,16,Shared Self-Help Article,Chat,4,Not Interested
05-01-2025,ADB-9669-7355,elijah940@comcast.net,tel10092,Provisioning Issue,Resolved,16,Shared Self-Help Article,Chat,5,Already has AI
05-01-2025,ADB-8210-9440,chloe436@outlook.com,tel10083,Update,Resolved,30,Remote Support,Phone,5,AI Sold
05-01-2025,ADB-1655-4462,wendy729@bellsouth.net,tel10065,How To,Callback Scheduled,15,SME Callback Scheduled,Phone,,Issue not Resolved
05-01-2025,ADB-3381-7620,christian825@outlook.com,tel10050,Update,Callback Scheduled,20,SME Callback Scheduled,Chat,,Issue not Resolved
05-01-2025,ADB-6661-7970,brandi852@yahoo.com,tel10035,Activation Issue,Resolved,20,Shared Self-Help Article,Phone,1,Already has AI
05-01-2025,ADB-1332-9714,isabella225@aol.com,tel10067,Provisioning Issue,Resolved,16,Shared Self-Help Article,Phone,5,Already has AI
05-01-2025,ADB-1873-9830,scott176@yahoo.com,tel10076,Download/ Install,Callback Scheduled,19,SME Callback Scheduled,Chat,,Issue not Resolved
05-01-2025,ADB-3310-8528,jeremy813@outlook.com,tel10076,Download/ Install,Resolved,19,Shared Self-Help Article,Phone,4,Already has AI
05-01-2025,ADB-8317-6781,rachael627@yahoo.com,tel10072,Update,Pending Agent Action,19,Issue not Resolved,Chat,,Issue not Resolved
05-01-2025,ADB-4462-3649,rebecca572@bellsouth.net,tel10028,How To,Resolved,29,Remote Support,Phone,4,Already has AI
05-01-2025,ADB-4975-5287,amanda248@bellsouth.net,tel10060,Download/ Install,Pending Customer Action,16,Issue not Resolved,Chat,,Issue not Resolved
05-01-2025,ADB-3967-3251,ashley497@gmail.com,tel10049,Update,Resolved,25,Remote Support,Phone,4,Not Interested
05-01-2025,ADB-6932-3029,joseph12@comcast.net,tel10059,How To,Resolved,30,Remote Support,Phone,4,Already has AI
05-01-2025,ADB-8586-4330,alicia282@comcast.net,tel10068,Update,Pending Agent Action,15,Issue not Resolved,Phone,,Issue not Resolved
05-01-2025,ADB-2248-5130,david849@outlook.com,tel10073,How To,Resolved,25,Remote Support,Phone,,Not Interested
05-01-2025,ADB-4239-3993,anthony825@comcast.net,tel10093,Download/ Install,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
05-01-2025,ADB-9174-6272,alyssa162@outlook.com,tel10082,Activation Issue,Pending Customer Action,15,Issue not Resolved,Phone,,Issue not Resolved
05-01-2025,ADB-3389-7028,steve720@sbcglobal.net,tel10089,How To,Resolved,18,Shared Self-Help Article,Phone,3,Not Interested
05-01-2025,ADB-5376-6629,samantha513@gmail.com,tel10023,Download/ Install,Resolved,29,Remote Support,Phone,3,Not Interested
05-01-2025,ADB-1592-3943,todd27@yahoo.com,tel10025,Update,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
05-01-2025,ADB-6650-6975,danielle450@gmail.com,tel10030,Update,Resolved,16,Shared Self-Help Article,Chat,,AI Sold
05-01-2025,ADB-7082-6373,david630@bellsouth.net,tel10055,Provisioning Issue,Pending Agent Action,18,Issue not Resolved,Chat,,Issue not Resolved
05-01-2025,ADB-8568-2451,vanessa297@outlook.com,tel10079,Update,Resolved,28,Remote Support,Chat,5,AI Sold
05-01-2025,ADB-2824-1461,rhonda567@outlook.com,tel10075,Provisioning Issue,Resolved,18,Shared Self-Help Article,Chat,5,Already has AI
05-01-2025,ADB-6972-4492,bethany668@comcast.net,tel10001,How To,Resolved,16,Shared Self-Help Article,Phone,5,Not Interested
05-01-2025,ADB-2145-8159,heather73@outlook.com,tel10038,How To,Pending Customer Action,17,Issue not Resolved,Chat,,Issue not Resolved
05-01-2025,ADB-5718-1807,dalton644@gmail.com,tel10003,Provisioning Issue,Resolved,16,Shared Self-Help Article,Phone,3,AI Sold
05-01-2025,ADB-2228-8617,wanda356@sbcglobal.net,tel10069,Update,Resolved,17,Shared Self-Help Article,Phone,2,AI Sold
05-01-2025,ADB-1109-8964,heather945@yahoo.com,tel10006,How To,Resolved,17,Shared Self-Help Article,Phone,1,Not Interested
05-01-2025,ADB-8274-9609,sarah125@bellsouth.net,tel10062,How To,Resolved,27,Remote Support,Phone,2,Already has AI
05-01-2025,ADB-4734-3523,jo682@sbcglobal.net,tel10099,Download/ Install,Resolved,26,Remote Support,Phone,2,Already has AI
05-01-2025,ADB-3953-9481,adrian293@yahoo.com,tel10070,How To,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
05-01-2025,ADB-5471-4046,leah725@outlook.com,tel10064,Download/ Install,Resolved,16,Shared Self-Help Article,Chat,5,AI Sold
05-01-2025,ADB-1695-9911,james468@gmail.com,tel10023,Provisioning Issue,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
05-01-2025,ADB-2685-6136,victoria156@gmail.com,tel10072,How To,Resolved,26,Remote Support,Phone,,Already has AI
05-01-2025,ADB-5604-1360,alejandro847@gmail.com,tel10013,Activation Issue,Resolved,29,Remote Support,Phone,2,AI Sold
05-01-2025,ADB-7251-3918,timothy399@sbcglobal.net,tel10030,Activation Issue,Resolved,17,Shared Self-Help Article,Chat,,Not Interested
05-01-2025,ADB-3384-1922,william689@aol.com,tel10046,Activation Issue,Resolved,19,Shared Self-Help Article,Chat,5,AI Sold
05-01-2025,ADB-7338-1612,melissa418@sbcglobal.net,tel10034,Download/ Install,Resolved,26,Remote Support,Chat,,Not Interested
